,aes,consumption,consumptiongaespump,gesgaes,hour,tec,tes,vde,Дата
0,10399,17449,0,1025,00:00,1258,5202,258,25.12.2017
1,10397,16653,-545,606,01:00,1253,5098,239,25.12.2017
2,10413,16055,-954,201,02:00,1259,5549,247,25.12.2017
3,10395,15787,-1163,413,03:00,1224,5322,245,25.12.2017
4,10399,15668,-1162,316,04:00,1220,5273,242,25.12.2017
5,10409,15648,-1160,311,05:00,1224,5288,193,25.12.2017
6,10415,15944,-411,201,06:00,1222,4937,229,25.12.2017
7,10404,16402,0,208,07:00,1256,4953,216,25.12.2017
8,10404,17044,0,499,08:00,1251,5108,271,25.12.2017
9,10424,18302,0,1735,09:00,1258,5145,287,25.12.2017
10,10405,19258,0,2341,10:00,1264,5447,346,25.12.2017
11,10384,19751,0,2490,11:00,1267,5776,404,25.12.2017
12,10414,19716,0,2116,12:00,1262,6018,405,25.12.2017
13,10384,19576,0,1825,13:00,1254,6100,393,25.12.2017
14,10396,19578,0,1816,14:00,1252,6132,342,25.12.2017
15,10410,19484,0,1764,15:00,1253,6238,291,25.12.2017
16,10406,19847,0,2509,16:00,1264,5884,245,25.12.2017
17,10404,20299,0,2997,17:00,1264,5930,233,25.12.2017
18,10426,20311,0,3157,18:00,1255,5506,240,25.12.2017
19,10417,20019,0,3035,19:00,1261,5521,247,25.12.2017
20,10404,19589,0,2623,20:00,1217,5505,227,25.12.2017
21,10403,19293,0,2549,21:00,1228,5487,198,25.12.2017
22,10396,18891,0,1864,22:00,1213,5878,200,25.12.2017
23,10391,17977,0,819,23:00,1207,6006,174,25.12.2017
24,10386,17402,-13,229,24,1199,6182,111,25.12.2017
0,10386,17402,-13,229,00:00,1199,6182,111,26.12.2017
1,10401,16491,-541,323,01:00,1185,5784,55,26.12.2017
2,10393,16116,-944,263,02:00,1189,5781,43,26.12.2017
3,10407,15736,-1383,414,03:00,1196,5627,38,26.12.2017
4,10402,15706,-1367,371,04:00,1190,5648,31,26.12.2017
5,10416,15980,-937,357,05:00,1186,5462,32,26.12.2017
6,10415,16769,-396,409,06:00,1229,5494,39,26.12.2017
7,10400,18199,0,948,07:00,1231,6061,48,26.12.2017
8,10403,19209,0,1543,08:00,1233,6528,60,26.12.2017
9,10397,20165,0,2354,09:00,1254,6619,108,26.12.2017
10,10406,20468,0,2366,10:00,1219,6902,180,26.12.2017
11,10397,20348,0,2393,11:00,1227,6729,219,26.12.2017
12,10393,19913,0,2104,12:00,1228,6369,250,26.12.2017
13,10406,19832,0,2255,13:00,1232,6350,235,26.12.2017
14,10400,19943,0,2256,14:00,1211,6381,192,26.12.2017
15,10391,19866,0,2226,15:00,1225,6385,130,26.12.2017
16,10402,20169,0,2577,16:00,1229,6344,87,26.12.2017
17,10400,20981,0,3578,17:00,1216,6374,92,26.12.2017
18,10383,20864,0,3641,18:00,1220,6065,117,26.12.2017
19,10420,20449,0,3306,19:00,1258,6065,167,26.12.2017
20,10414,20058,0,2701,20:00,1259,6074,171,26.12.2017
21,10396,19805,0,2505,21:00,1260,6084,160,26.12.2017
22,10402,19302,0,2235,22:00,1245,5986,162,26.12.2017
23,10389,18254,0,1265,23:00,1226,6008,92,26.12.2017
24,10418,17454,-550,603,24,1232,6307,87,26.12.2017
0,10418,17454,-550,603,00:00,1232,6307,87,27.12.2017
1,10415,16594,-539,515,01:00,1205,5585,92,27.12.2017
2,10393,16104,-948,403,02:00,1185,5694,89,27.12.2017
3,10394,15805,-1385,416,03:00,1191,5722,116,27.12.2017
4,10398,15754,-1383,414,04:00,1189,5697,172,27.12.2017
5,10396,16054,-934,203,05:00,1190,5579,208,27.12.2017
6,10402,16723,-401,393,06:00,1195,5513,223,27.12.2017
7,10419,18023,0,1176,07:00,1195,5734,201,27.12.2017
8,10406,18863,0,1363,08:00,1196,6338,253,27.12.2017
9,10406,19814,0,2230,09:00,1212,6338,262,27.12.2017
10,10439,20170,0,2459,10:00,1197,6361,295,27.12.2017
11,10410,20290,0,2580,11:00,1188,6412,373,27.12.2017
12,10411,20027,0,2038,12:00,1182,6379,428,27.12.2017
13,10417,19937,0,2055,13:00,1156,6364,417,27.12.2017
14,10425,19995,0,2262,14:00,1132,6269,373,27.12.2017
15,10401,19798,0,2515,15:00,1104,6088,300,27.12.2017
16,10413,20297,0,2928,16:00,1104,6127,229,27.12.2017
17,10437,20702,0,3593,17:00,1118,5860,212,27.12.2017
18,10391,20646,0,3482,18:00,1107,5925,213,27.12.2017
19,10398,20318,0,3249,19:00,1140,5919,210,27.12.2017
20,10398,19911,0,2824,20:00,1136,5909,199,27.12.2017
21,10398,19851,0,2749,21:00,1139,5849,151,27.12.2017
22,10392,19298,0,2157,22:00,1141,5944,173,27.12.2017
23,10401,18179,0,871,23:00,1150,6364,154,27.12.2017
24,10413,17391,-133,503,24,1136,6304,99,27.12.2017
0,10413,17391,-133,503,00:00,1136,6304,99,28.12.2017
1,10398,16408,-550,688,01:00,1143,5487,87,28.12.2017
2,10415,15981,-1165,450,02:00,1132,5878,75,28.12.2017
3,10404,15578,-1162,176,03:00,1149,5779,77,28.12.2017
4,10404,15632,-1157,505,04:00,1128,5545,86,28.12.2017
5,10421,15881,-1155,510,05:00,1134,5655,107,28.12.2017
6,10387,16457,-402,381,06:00,1148,5783,122,28.12.2017
7,10391,17850,0,1104,07:00,1159,5849,188,28.12.2017
8,10403,18564,0,1239,08:00,1167,6478,202,28.12.2017
9,10400,19790,0,1968,09:00,1181,6710,234,28.12.2017
10,10326,20139,0,2343,10:00,1175,6732,252,28.12.2017
11,10252,20090,0,2469,11:00,1158,6768,240,28.12.2017
12,10069,19825,0,2394,12:00,1157,6784,247,28.12.2017
13,10016,19559,0,2351,13:00,1142,6530,265,28.12.2017
14,10014,19761,0,2593,14:00,1152,6496,232,28.12.2017
15,10024,19769,0,2834,15:00,1151,6322,179,28.12.2017
16,10016,20307,0,3243,16:00,1163,6242,145,28.12.2017
17,10014,20556,0,3782,17:00,1164,6225,199,28.12.2017
18,10015,20521,0,3631,18:00,1188,6232,136,28.12.2017
19,10034,20139,0,3339,19:00,1191,6271,163,28.12.2017
20,10021,19708,0,2544,20:00,1183,6402,195,28.12.2017
21,9995,19284,0,2299,21:00,1184,6529,157,28.12.2017
22,9998,18928,0,1785,22:00,1188,6673,162,28.12.2017
23,10017,18045,0,882,23:00,1181,6695,154,28.12.2017
24,10017,17185,-137,265,24,1169,6721,173,28.12.2017
0,10017,17185,-137,265,00:00,1169,6721,173,29.12.2017
1,9990,16221,-536,438,01:00,1132,5967,123,29.12.2017
2,10001,15653,-957,391,02:00,1126,5946,151,29.12.2017
3,10007,15498,-1387,575,03:00,1128,5924,123,29.12.2017
4,10008,15302,-1380,407,04:00,1117,5922,144,29.12.2017
5,10018,15542,-933,506,05:00,1126,5544,122,29.12.2017
6,10001,16196,0,289,06:00,1155,5755,79,29.12.2017
7,10019,17415,0,939,07:00,1145,6083,118,29.12.2017
8,10041,18172,0,1411,08:00,1159,6146,157,29.12.2017
9,10022,19061,0,2272,09:00,1174,6294,119,29.12.2017
10,10021,19357,0,2540,10:00,1173,6178,214,29.12.2017
11,10019,19689,0,3104,11:00,1183,5864,224,29.12.2017
12,10013,19397,0,2886,12:00,1177,5919,235,29.12.2017
13,10011,19377,0,2733,13:00,1180,5744,237,29.12.2017
14,10018,19144,0,2297,14:00,1182,6149,226,29.12.2017
15,10011,19258,0,2283,15:00,1195,6187,231,29.12.2017
16,10016,19541,0,2850,16:00,1192,6026,211,29.12.2017
17,10005,20202,0,3654,17:00,1180,5990,214,29.12.2017
18,10021,20067,0,3359,18:00,1189,6031,213,29.12.2017
19,10011,19723,0,2822,19:00,1192,6338,221,29.12.2017
20,10031,19262,0,2290,20:00,1194,6384,209,29.12.2017
21,10026,19032,0,2239,21:00,1159,6346,206,29.12.2017
22,9967,18502,0,1804,22:00,1158,6373,213,29.12.2017
23,9854,17631,0,1056,23:00,1114,6260,209,29.12.2017
24,9689,16879,-45,683,24,1096,6233,200,29.12.2017
0,9689,16879,-45,683,00:00,1096,6233,200,30.12.2017
1,9617,16088,-356,541,01:00,1099,5731,206,30.12.2017
2,9622,15564,-760,410,02:00,1088,5733,207,30.12.2017
3,9615,15255,-1167,391,03:00,1090,5791,208,30.12.2017
4,9610,15037,-1174,353,04:00,1101,5791,210,30.12.2017
5,9604,15320,-938,391,05:00,1098,5771,208,30.12.2017
6,9614,15496,-538,341,06:00,1099,5685,199,30.12.2017
7,9607,15948,0,348,07:00,1128,5672,166,30.12.2017
8,9600,16311,0,548,08:00,1126,5670,168,30.12.2017
9,9606,17620,0,1424,09:00,1138,6009,188,30.12.2017
10,9627,18295,0,2080,10:00,1122,6001,208,30.12.2017
11,9617,18675,0,2836,11:00,1131,5761,135,30.12.2017
12,9632,18683,0,2742,12:00,1143,5762,147,30.12.2017
13,9615,18574,0,2833,13:00,1141,5608,141,30.12.2017
14,9635,18734,0,3079,14:00,1138,5595,110,30.12.2017
15,9607,18810,0,3198,15:00,1146,5584,89,30.12.2017
16,9612,19295,0,3251,16:00,1173,5893,106,30.12.2017
17,9610,20094,0,4019,17:00,1171,5896,66,30.12.2017
18,9602,20201,0,3897,18:00,1173,6026,92,30.12.2017
19,9620,19880,0,3121,19:00,1158,6250,103,30.12.2017
20,9617,19437,0,3054,20:00,1170,6268,87,30.12.2017
21,9601,19182,0,2765,21:00,1166,6310,62,30.12.2017
22,9616,18786,0,2524,22:00,1174,6284,58,30.12.2017
23,9631,17813,0,1404,23:00,1166,6245,71,30.12.2017
24,9630,17098,0,673,24,1186,6200,77,30.12.2017
0,9630,17098,0,673,00:00,1186,6200,77,31.12.2017
1,9620,16095,-13,306,01:00,1173,5761,66,31.12.2017
2,9614,15385,-545,299,02:00,1192,5537,61,31.12.2017
3,9602,15015,-944,336,03:00,1189,5541,61,31.12.2017
4,9617,14915,-1158,302,04:00,1193,5622,47,31.12.2017
5,9618,14961,-1162,476,05:00,1198,5589,45,31.12.2017
6,9598,15385,-750,385,07:00,1190,5770,39,31.12.2017
7,9619,15863,0,307,08:00,1194,5435,36,31.12.2017
8,9617,17017,0,1227,09:00,1173,5672,44,31.12.2017
9,9607,18501,0,2355,11:00,1185,5947,63,31.12.2017
10,9613,18608,0,2356,12:00,1183,6138,77,31.12.2017
11,9614,18688,0,2177,13:00,1177,6322,116,31.12.2017
12,9598,18662,0,2057,14:00,1185,6316,67,31.12.2017
13,9587,18835,0,2262,15:00,1188,6347,51,31.12.2017
14,9613,19434,0,2903,16:00,1209,6305,37,31.12.2017
15,9610,20154,0,3657,17:00,1210,6341,28,31.12.2017
16,9588,20326,0,3722,18:00,1211,6372,27,31.12.2017
17,9586,19916,0,3354,19:00,1198,6332,28,31.12.2017
18,9582,19496,0,2875,20:00,1206,6331,26,31.12.2017
19,9608,19069,0,2455,21:00,1205,6326,31,31.12.2017
20,9604,18603,0,2109,22:00,1184,6321,30,31.12.2017
0,9599,16546,0,1017,01:00,1190,5254,41,01.01.2018
1,9588,15748,0,772,02:00,1193,4741,42,01.01.2018
2,9576,15087,-5,457,03:00,1189,4435,68,01.01.2018
3,9603,14648,-411,496,04:00,1192,4417,68,01.01.2018
4,9598,14522,-1034,816,05:00,1192,4388,60,01.01.2018
5,9594,14307,-1037,699,06:00,1194,4352,54,01.01.2018
6,9607,14147,-808,324,07:00,1193,4311,57,01.01.2018
7,9596,13756,-946,144,08:00,1187,4257,40,01.01.2018
8,9592,14489,-531,433,09:00,1192,4221,75,01.01.2018
9,9607,15081,-400,553,10:00,1192,4304,115,01.01.2018
10,9593,15719,0,905,11:00,1191,4387,134,01.01.2018
11,9587,16048,0,1012,12:00,1184,4425,180,01.01.2018
12,9611,15874,0,1008,13:00,1195,4403,163,01.01.2018
13,9617,15913,0,961,14:00,1201,4452,141,01.01.2018
14,9626,16043,0,1110,15:00,1200,4423,78,01.01.2018
15,9615,16575,0,1571,16:00,1200,4555,27,01.01.2018
16,9594,17307,0,2230,17:00,1198,4717,21,01.01.2018
17,9605,17555,0,2225,18:00,1202,4902,25,01.01.2018
18,9608,17340,0,2060,19:00,1199,4904,26,01.01.2018
19,9607,17140,0,1923,20:00,1196,4759,40,01.01.2018
20,9607,17065,0,1845,21:00,1202,4756,24,01.01.2018
21,9607,16853,0,1704,22:00,1196,4819,9,01.01.2018
22,9588,16218,0,1079,23:00,1196,4802,18,01.01.2018
23,9606,15640,0,591,24,1187,4784,16,01.01.2018
0,9606,15640,0,591,00:00,1187,4784,16,02.01.2018
1,9601,14966,-398,419,01:00,1180,4597,18,02.01.2018
2,9607,14453,-1152,575,02:00,1186,4887,17,02.01.2018
3,9604,14324,-1152,372,03:00,1167,4931,26,02.01.2018
4,9601,14184,-1148,432,04:00,1179,4738,23,02.01.2018
5,9596,14327,-1144,627,05:00,1176,4757,22,02.01.2018
6,9600,14833,-392,326,06:00,1181,4706,19,02.01.2018
7,9606,15609,0,300,07:00,1186,5107,15,02.01.2018
8,9600,16160,0,658,08:00,1180,5313,17,02.01.2018
9,9596,17451,0,1704,09:00,1187,5575,37,02.01.2018
10,9596,18431,0,2547,10:00,1194,5626,48,02.01.2018
11,9596,19020,0,3079,11:00,1193,5756,53,02.01.2018
12,9602,19094,0,3058,12:00,1199,5756,76,02.01.2018
13,9595,19057,0,2999,13:00,1198,5740,80,02.01.2018
14,9603,19005,0,3073,14:00,1187,5742,51,02.01.2018
15,9605,19011,0,2851,15:00,1192,5763,57,02.01.2018
16,9593,19357,0,3158,16:00,1210,5786,71,02.01.2018
17,9612,19407,0,3540,17:00,1205,5730,78,02.01.2018
18,9607,19636,0,3120,18:00,1209,5954,196,02.01.2018
19,9587,19109,0,2641,19:00,1204,5941,213,02.01.2018
20,9610,18860,0,2776,20:00,1203,5753,139,02.01.2018
21,9606,18414,0,2305,21:00,1211,5742,82,02.01.2018
22,9592,18064,0,1934,22:00,1209,5755,162,02.01.2018
23,9593,17042,0,1114,23:00,1203,5701,163,02.01.2018
24,9416,16731,0,584,24,1207,6120,146,02.01.2018
0,9416,16731,0,584,00:00,1207,6120,146,03.01.2018
1,9044,15990,-542,758,01:00,1207,6060,132,03.01.2018
2,8585,15420,-1160,625,02:00,1198,6618,220,03.01.2018
3,8590,15101,-1150,680,03:00,1194,6380,221,03.01.2018
4,8587,15029,-1150,598,04:00,1191,6445,219,03.01.2018
5,8580,15280,-1144,712,05:00,1191,6483,208,03.01.2018
6,8589,15683,-399,619,06:00,1190,6219,219,03.01.2018
7,8432,16610,0,900,07:00,1200,6495,226,03.01.2018
8,8434,17307,0,1343,08:00,1198,6770,220,03.01.2018
9,8445,18306,0,2103,09:00,1203,7044,236,03.01.2018
10,8445,19341,0,2766,10:00,1202,7367,244,03.01.2018
11,8440,19935,0,3126,11:00,1201,7488,239,03.01.2018
12,8424,19769,0,3147,12:00,1196,7425,218,03.01.2018
13,8444,19587,0,2924,13:00,1189,7415,230,03.01.2018
14,8429,19554,0,2798,14:00,1198,7539,242,03.01.2018
15,8460,19765,0,2784,15:00,1197,7559,247,03.01.2018
16,8453,20084,0,3121,16:00,1199,7560,234,03.01.2018
17,8463,20368,0,3531,17:00,1197,7581,225,03.01.2018
18,8431,20360,0,3503,18:00,1197,7562,217,03.01.2018
19,8436,19987,0,3432,19:00,1200,7392,217,03.01.2018
20,8456,19564,0,3104,20:00,1198,7149,232,03.01.2018
21,8444,19304,0,3006,21:00,1209,7146,233,03.01.2018
22,8437,18709,0,2458,22:00,1201,7099,228,03.01.2018
23,8443,17838,0,1414,23:00,1196,7246,232,03.01.2018
24,8436,17118,0,809,24,1195,7309,234,03.01.2018
0,8436,17118,0,809,00:00,1195,7309,234,04.01.2018
1,8443,16046,-538,511,01:00,1195,7085,240,04.01.2018
2,8459,15618,-1165,721,02:00,1185,7119,234,04.01.2018
3,8444,15377,-1162,606,03:00,1185,6935,244,04.01.2018
4,8447,15295,-1152,702,04:00,1159,6782,248,04.01.2018
5,8459,15500,-1151,736,05:00,1148,6901,244,04.01.2018
6,8433,16098,0,679,06:00,1180,6498,249,04.01.2018
7,8437,16953,0,1147,07:00,1185,6674,242,04.01.2018
8,8458,17709,0,1334,08:00,1186,7124,242,04.01.2018
9,8446,18887,0,2195,09:00,1192,7509,245,04.01.2018
10,8475,19705,0,2915,10:00,1180,7604,250,04.01.2018
11,8464,20135,0,3149,11:00,1172,7847,239,04.01.2018
12,8464,20072,0,2996,12:00,1176,7980,226,04.01.2018
13,8459,20054,0,2806,13:00,1192,8062,200,04.01.2018
14,8456,20202,0,3050,14:00,1196,8081,181,04.01.2018
15,8460,20333,0,3045,15:00,1196,8143,134,04.01.2018
16,8475,20533,0,3356,16:00,1191,8012,140,04.01.2018
17,8427,20780,0,4042,17:00,1189,7769,102,04.01.2018
18,8457,20795,0,4121,18:00,1200,7575,107,04.01.2018
19,8457,20315,0,3754,19:00,1200,7591,131,04.01.2018
20,8442,19803,0,3151,20:00,1210,7642,106,04.01.2018
21,8437,19514,0,2590,21:00,1203,7831,77,04.01.2018
22,8446,19175,0,2349,22:00,1205,7847,68,04.01.2018
23,8459,18215,0,1206,23:00,1211,7890,76,04.01.2018
24,8462,17431,-137,1030,24,1218,7636,76,04.01.2018
0,8462,17431,-137,1030,00:00,1218,7636,76,05.01.2018
1,8460,16370,-543,935,01:00,1215,6870,66,05.01.2018
2,8462,15916,-1171,1187,02:00,1211,6939,57,05.01.2018
3,8437,15421,-1169,994,03:00,1211,6664,62,05.01.2018
4,8455,15452,-1153,1060,04:00,1209,6526,54,05.01.2018
5,8434,15542,-1150,1086,05:00,1201,6656,59,05.01.2018
6,8454,16089,0,591,06:00,1205,6634,57,05.01.2018
7,8441,17097,0,1513,07:00,1205,6517,54,05.01.2018
8,8459,17849,0,1640,08:00,1199,7142,76,05.01.2018
9,8442,19103,0,2247,09:00,1216,7826,84,05.01.2018
10,8448,19694,0,2562,10:00,1162,8021,88,05.01.2018
11,8451,20269,0,3081,11:00,1175,8116,108,05.01.2018
12,8455,20138,0,3003,12:00,1159,7969,116,05.01.2018
13,8452,19988,0,3135,13:00,1183,7731,112,05.01.2018
14,8521,20119,0,3197,14:00,1200,7753,110,05.01.2018
15,8586,20169,0,3212,15:00,1205,7699,71,05.01.2018
16,8620,20431,0,3351,16:00,1205,7694,46,05.01.2018
17,8590,20766,0,3821,17:00,1205,7753,30,05.01.2018
18,8600,20872,0,3497,18:00,1208,8101,35,05.01.2018
19,8595,20486,0,3221,19:00,1214,8109,33,05.01.2018
20,8584,20014,0,2887,20:00,1207,8105,32,05.01.2018
21,8589,19837,0,2651,21:00,1208,8088,33,05.01.2018
22,8620,19342,0,2135,22:00,1199,8025,32,05.01.2018
23,8615,18446,0,1296,23:00,1192,8040,34,05.01.2018
24,8602,17539,-556,1045,24,1210,7979,34,05.01.2018
0,8602,17539,-556,1045,00:00,1210,7979,34,06.01.2018
1,8605,16469,-545,965,01:00,1192,6957,33,06.01.2018
2,8610,15920,-1168,1166,02:00,1195,6934,29,06.01.2018
3,8585,15336,-1170,704,03:00,1195,6700,35,06.01.2018
4,8580,15360,-1171,961,04:00,1198,6564,34,06.01.2018
5,8590,15262,-1163,866,05:00,1192,6592,36,06.01.2018
6,8570,15660,-815,797,06:00,1195,6634,32,06.01.2018
7,8600,16114,0,881,07:00,1192,6248,33,06.01.2018
8,8590,16330,0,1058,08:00,1195,6191,48,06.01.2018
9,8590,17711,0,2192,09:00,1202,6289,61,06.01.2018
10,8586,18288,0,2594,10:00,1206,6343,114,06.01.2018
11,8586,19167,0,3292,11:00,1206,6592,179,06.01.2018
12,8590,19309,0,3018,12:00,1199,6977,229,06.01.2018
13,8558,19267,0,2884,13:00,1196,7001,249,06.01.2018
14,8594,19241,0,2847,14:00,1196,6975,202,06.01.2018
15,8578,19217,0,2953,15:00,1197,6971,137,06.01.2018
16,8589,19391,0,3178,16:00,1193,6989,88,06.01.2018
17,8575,19989,0,3745,17:00,1199,6978,72,06.01.2018
18,8579,19561,0,3385,18:00,1201,6989,50,06.01.2018
19,8586,18803,0,2592,19:00,1201,6914,59,06.01.2018
20,8588,18312,0,2478,20:00,1193,6600,77,06.01.2018
21,8584,17701,0,2291,21:00,1193,6303,70,06.01.2018
22,8593,17513,0,2413,22:00,1194,6005,112,06.01.2018
23,8590,16921,0,1500,23:00,1191,6336,104,06.01.2018
24,8584,16266,0,866,24,1193,6335,137,06.01.2018
0,8584,16266,0,866,00:00,1193,6335,137,07.01.2018
1,8587,15519,0,801,01:00,1191,5621,120,07.01.2018
2,8583,14815,-771,907,02:00,1190,5616,121,07.01.2018
3,8600,14651,-1180,990,03:00,1183,5670,155,07.01.2018
4,8610,14423,-1165,732,04:00,1189,5636,170,07.01.2018
5,8589,14632,-1168,980,05:00,1183,5653,140,07.01.2018
6,8590,14760,-947,928,06:00,1179,5642,132,07.01.2018
7,8600,14641,-806,725,07:00,1184,5634,137,07.01.2018
8,8597,14690,0,435,08:00,1186,5409,144,07.01.2018
9,8587,15493,0,1133,09:00,1186,5200,122,07.01.2018
10,8589,16129,0,1507,10:00,1197,5284,111,07.01.2018
11,8582,16561,0,2023,11:00,1207,5304,152,07.01.2018
12,8596,16633,0,1947,12:00,1200,5341,168,07.01.2018
13,8585,16472,0,2094,13:00,1204,5089,162,07.01.2018
14,8582,16265,0,1855,14:00,1211,5080,151,07.01.2018
15,8575,16301,0,2019,15:00,1205,5060,97,07.01.2018
16,8612,16735,0,2380,16:00,1210,5013,47,07.01.2018
17,8561,17355,0,3249,17:00,1211,5059,34,07.01.2018
18,8580,17609,0,3213,18:00,1212,5061,79,07.01.2018
19,8586,17407,0,2964,19:00,1218,5125,68,07.01.2018
20,8595,17178,0,2802,20:00,1214,5077,49,07.01.2018
21,8617,17086,0,2787,21:00,1215,5108,44,07.01.2018
22,8584,17076,0,2511,22:00,1213,5448,44,07.01.2018
23,8582,16614,0,1744,23:00,1210,5494,30,07.01.2018
24,8602,16038,0,1004,24,1212,5779,24,07.01.2018
0,8602,16038,0,1004,00:00,1212,5779,24,08.01.2018
1,8588,15194,-545,977,01:00,1212,5664,47,08.01.2018
2,8582,14738,-951,1013,02:00,1210,5676,44,08.01.2018
3,8588,14548,-1163,1070,03:00,1205,5459,60,08.01.2018
4,8608,14343,-1158,949,04:00,1205,5449,35,08.01.2018
5,8602,14574,-1154,986,05:00,1206,5560,26,08.01.2018
6,8588,14682,-1146,980,06:00,1208,5706,17,08.01.2018
7,8597,15000,0,786,07:00,1203,5493,18,08.01.2018
8,8603,15335,0,689,08:00,1213,5467,21,08.01.2018
9,8595,16621,0,1458,09:00,1214,5971,31,08.01.2018
10,8626,17439,0,2100,10:00,1194,6171,40,08.01.2018
11,8624,18107,0,2557,11:00,1210,6320,76,08.01.2018
12,8575,18084,0,2484,12:00,1219,6391,100,08.01.2018
13,8604,18083,0,2357,13:00,1217,6511,101,08.01.2018
14,8593,18087,0,2329,14:00,1214,6515,86,08.01.2018
15,8588,17994,0,2390,15:00,1217,6339,68,08.01.2018
16,8838,18213,0,2555,16:00,1219,6286,22,08.01.2018
17,9084,19057,0,3113,17:00,1226,6304,8,08.01.2018
18,9194,19251,0,3057,18:00,1199,6193,3,08.01.2018
19,9276,18884,0,3154,19:00,1227,5847,7,08.01.2018
20,9292,18486,0,2611,20:00,1229,5936,16,08.01.2018
21,9280,18649,0,2443,21:00,1220,6392,13,08.01.2018
22,9439,18287,0,1731,22:00,1220,6590,5,08.01.2018
23,9598,17406,0,918,23:00,1217,6455,39,08.01.2018
24,9577,16709,0,533,24,1217,6207,51,08.01.2018
0,9577,16709,0,533,00:00,1217,6207,51,09.01.2018
1,9585,15767,-536,1064,01:00,1215,5122,61,09.01.2018
2,9609,15414,-942,1179,02:00,1216,5141,62,09.01.2018
3,9589,15170,-1170,943,03:00,1219,5267,77,09.01.2018
4,9628,15145,-1376,998,04:00,1225,5310,125,09.01.2018
5,9618,15348,-936,1187,05:00,1222,5188,51,09.01.2018
6,9608,16000,0,804,06:00,1216,5045,104,09.01.2018
7,9610,17145,0,1612,07:00,1220,5275,186,09.01.2018
8,9630,18081,0,1595,08:00,1229,6142,100,09.01.2018
9,9618,19361,0,2130,09:00,1232,6757,115,09.01.2018
10,9618,19981,0,2108,10:00,1231,7473,195,09.01.2018
11,9635,20013,0,2129,11:00,1234,7438,262,09.01.2018
12,9603,19757,0,2027,12:00,1243,7270,320,09.01.2018
13,9622,19760,0,2108,13:00,1230,7112,323,09.01.2018
14,9628,19848,0,2300,14:00,1249,7110,258,09.01.2018
15,9607,19906,0,2366,15:00,1250,7172,153,09.01.2018
16,9598,20043,0,2644,16:00,1238,7123,74,09.01.2018
17,9618,20696,0,3380,17:00,1248,7165,40,09.01.2018
18,9612,20857,0,3679,18:00,1251,6830,48,09.01.2018
19,9621,20603,0,3522,19:00,1251,6837,69,09.01.2018
20,9609,19882,0,3108,20:00,1247,6614,49,09.01.2018
21,9620,19787,0,2935,21:00,1252,6592,56,09.01.2018
22,9629,19254,0,2248,22:00,1242,6611,87,09.01.2018
23,9605,18367,-16,1010,23:00,1243,7181,86,09.01.2018
24,9609,17723,-541,890,24,1247,7128,103,09.01.2018
0,9609,17723,-541,890,00:00,1247,7128,103,10.01.2018
1,9640,16842,-535,1047,01:00,1235,6148,89,10.01.2018
2,9623,16330,-1167,1259,02:00,1241,6187,75,10.01.2018
3,9643,16114,-1163,981,03:00,1233,6202,68,10.01.2018
4,9647,16008,-1153,925,04:00,1237,6191,29,10.01.2018
5,9623,16204,-1150,930,05:00,1240,6300,38,10.01.2018
6,9621,16985,0,522,06:00,1238,6512,29,10.01.2018
7,9623,18150,0,1426,07:00,1233,6685,15,10.01.2018
8,9618,18825,0,1377,08:00,1236,7440,36,10.01.2018
9,9577,20199,0,2273,09:00,1238,7834,35,10.01.2018
10,9587,20661,0,2400,10:00,1244,8125,80,10.01.2018
11,9567,20858,0,2750,11:00,1226,7999,156,10.01.2018
12,9601,20673,0,2541,12:00,1227,7949,198,10.01.2018
13,9597,20600,0,2550,13:00,1230,7728,159,10.01.2018
14,9602,20710,0,2695,14:00,1225,7729,108,10.01.2018
15,9610,20568,0,2746,15:00,1227,7711,82,10.01.2018
16,9596,20664,0,2875,16:00,1226,7716,17,10.01.2018
17,9606,21182,0,3397,17:00,1226,7707,14,10.01.2018
18,9606,21332,0,3660,18:00,1237,7500,15,10.01.2018
19,9611,20956,0,3700,19:00,1231,7111,14,10.01.2018
20,9605,20330,0,3106,20:00,1235,6914,11,10.01.2018
21,9610,20144,0,3057,21:00,1238,6948,20,10.01.2018
22,9610,19572,0,2370,22:00,1231,7272,26,10.01.2018
23,9610,18570,0,1226,23:00,1227,7241,27,10.01.2018
24,9610,17836,-404,957,24,1235,7215,19,10.01.2018
0,9610,17836,-404,957,00:00,1235,7215,19,11.01.2018
1,9605,16918,-945,1132,01:00,1263,6710,21,11.01.2018
2,9606,16285,-1170,859,02:00,1265,6684,35,11.01.2018
3,9610,16043,-1163,780,03:00,1255,6516,60,11.01.2018
4,9610,16154,-1149,958,04:00,1258,6336,59,11.01.2018
